demande_id,region,prefecture,commune,quartier_x,type_document,categorie_document,nombre_demandes,delai_traitement_jours,taux_rejet,date_demande,motif_demande,statut_demande,canal_demande,age_demandeur,sexe_demandeur,centre_id,nom_centre,type_centre,quartier_y,latitude,longitude,personnel_capacite_jour,nombre_guichets,heures_ouverture,horaire_nuit,equipement_numerique,date_ouverture,statut_centre,commune_id,latitude_geo,longitude_geo,altitude_m,superficie_km2,population_densite,code_postal,type_commune,distance_capitale_km,zone_climatique,pib_par_habitant_fcfa,taux_chomage,taux_pauvrete,acces_electricite,acces_eau_potable,acces_internet,indice_developpement,score_education,score_sante,nombre_ecoles,nombre_hopitaux,nombre_banques,population,superficie_km2_socio,densite,taux_urbanisation,taux_alphabetisation,age_median,nombre_menages,revenu_moyen_fcfa,annee,mois,nombre_demandes_mensuel,delai_moyen_jours,taux_rejet_moyen,delai_effectif,nombre_rejete,longueur_km,temps_parcours_heures
D007,Savanes,Oti,Mango,Golfe,Carte d'identité,Identité,25,9,0.01,2023-10-05,Vol,Rejetée,Guichet,53,M,,,,,,,,,,,,,,COM163,10.1324,0.399,187.0,516.0,36.0,BP 370,Rurale,453.0,Savane,470000.0,0.26,0.51,0.73,0.71,0.29,0.51,0.56,0.54,72.0,4.0,12.0,46977.0,239.0,196.0,0.13,0.64,23.0,9179.0,127582.0,,,,,,,,105.0,1.4500000000000002
D008,Maritime,Golfe,Lomé,Golfe,Livre de famille,Civil,192,45,0.04,2023-06-21,Perte,Traitee,En ligne,83,M,CT016,Centre Lomé,Secondaire,Administratif,6.2788,1.3586,106.0,2.0,08:00-16:00,Non,Partiel,2023-07-08,Actif,COM010,6.6952,1.4561,69.0,190.0,4690.0,BP 137,Urbaine,68.0,Côtière,,,,,,,,,,,,,424644.0,482.0,881.0,0.95,0.83,23.0,71055.0,372987.0,,,,,,25.90909090909091,98.0,228.0,2.2
D008,Maritime,Golfe,Lomé,Golfe,Livre de famille,Civil,192,45,0.04,2023-06-21,Perte,Traitee,En ligne,83,M,CT037,Centre Principal Lomé,Principal,Poste,6.6032,1.327,324.0,14.0,07:30-17:30,Non,Complet,2023-11-20,Actif,COM010,6.6952,1.4561,69.0,190.0,4690.0,BP 137,Urbaine,68.0,Côtière,,,,,,,,,,,,,424644.0,482.0,881.0,0.95,0.83,23.0,71055.0,372987.0,,,,,,21.875,43.0,228.0,2.2
D008,Maritime,Golfe,Lomé,Golfe,Livre de famille,Civil,192,45,0.04,2023-06-21,Perte,Traitee,En ligne,83,M,CT039,Centre Lomé,Secondaire,Carrefour,6.2248,1.3339,110.0,4.0,08:00-16:00,Non,Limite,2018-12-06,Actif,COM010,6.6952,1.4561,69.0,190.0,4690.0,BP 137,Urbaine,68.0,Côtière,,,,,,,,,,,,,424644.0,482.0,881.0,0.95,0.83,23.0,71055.0,372987.0,,,,,,18.77777777777778,52.0,228.0,2.2
D009,Centrale,Tchaoudjo,Sokodé,Hôpital,Passeport,Voyage,177,4,0.08,2023-02-08,Perte,Traitee,Guichet,29,M,CT022,Centre Principal Sokodé,Principal,Centre ville,8.5795,0.9275,273.0,10.0,07:30-17:30,Oui,Complet,2015-04-04,Actif,COM099,8.5197,1.2843,255.0,106.0,4331.0,BP 284,Urbaine,265.0,Plateau/Montagneux,520000.0,0.23,0.45,0.78,0.75,0.34,0.56,0.61,0.59,80.0,4.0,12.0,116781.0,238.0,490.0,0.78,0.76,18.0,18648.0,279000.0,2023.0,3.0,610.0,30.5,0.11,17.666666666666668,48.0,240.0,3.0
D009,Centrale,Tchaoudjo,Sokodé,Hôpital,Passeport,Voyage,177,4,0.08,2023-02-08,Perte,Traitee,Guichet,29,M,CT026,Centre Principal Sokodé,Principal,Résidentiel,8.9819,0.831,345.0,11.0,07:30-17:30,Non,Complet,2020-10-16,Actif,COM099,8.5197,1.2843,255.0,106.0,4331.0,BP 284,Urbaine,265.0,Plateau/Montagneux,520000.0,0.23,0.45,0.78,0.75,0.34,0.56,0.61,0.59,80.0,4.0,12.0,116781.0,238.0,490.0,0.78,0.76,18.0,18648.0,279000.0,2023.0,3.0,610.0,30.5,0.11,19.842105263157894,71.0,240.0,3.0
D009,Centrale,Tchaoudjo,Sokodé,Hôpital,Passeport,Voyage,177,4,0.08,2023-02-08,Perte,Traitee,Guichet,29,M,CT029,Centre Principal Sokodé,Principal,Zone industrielle,8.876,1.203,358.0,13.0,07:30-17:30,Non,Complet,2023-07-15,Actif,COM099,8.5197,1.2843,255.0,106.0,4331.0,BP 284,Urbaine,265.0,Plateau/Montagneux,520000.0,0.23,0.45,0.78,0.75,0.34,0.56,0.61,0.59,80.0,4.0,12.0,116781.0,238.0,490.0,0.78,0.76,18.0,18648.0,279000.0,2023.0,3.0,610.0,30.5,0.11,16.666666666666668,101.0,240.0,3.0
D009,Centrale,Tchaoudjo,Sokodé,Hôpital,Passeport,Voyage,177,4,0.08,2023-02-08,Perte,Traitee,Guichet,29,M,CT040,Centre Sokodé,Secondaire,Résidentiel,8.9743,1.1478,118.0,2.0,08:00-16:00,Non,Partiel,2020-03-04,Actif,COM099,8.5197,1.2843,255.0,106.0,4331.0,BP 284,Urbaine,265.0,Plateau/Montagneux,520000.0,0.23,0.45,0.78,0.75,0.34,0.56,0.61,0.59,80.0,4.0,12.0,116781.0,238.0,490.0,0.78,0.76,18.0,18648.0,279000.0,2023.0,3.0,610.0,30.5,0.11,19.0,23.0,240.0,3.0
D009,Centrale,Tchaoudjo,Sokodé,Hôpital,Passeport,Voyage,177,4,0.08,2023-02-08,Perte,Traitee,Guichet,29,M,CT054,Centre Principal Sokodé,Principal,Poste,8.6473,1.0778,248.0,12.0,07:30-17:30,Non,Complet,2020-12-15,Actif,COM099,8.5197,1.2843,255.0,106.0,4331.0,BP 284,Urbaine,265.0,Plateau/Montagneux,520000.0,0.23,0.45,0.78,0.75,0.34,0.56,0.61,0.59,80.0,4.0,12.0,116781.0,238.0,490.0,0.78,0.76,18.0,18648.0,279000.0,2023.0,3.0,610.0,30.5,0.11,35.0,6.0,240.0,3.0
D010,Kara,Kozah,Kara,Tokoin,Livre de famille,Civil,21,15,0.1,2023-11-09,Détérioration,En cours,En ligne,70,F,CT010,Centre Principal Kara,Principal,Préfecture,9.324,0.7628,274.0,13.0,07:30-17:30,Non,Complet,2023-11-24,Actif,COM125,9.3424,1.305,532.0,196.0,1916.0,BP 394,Urbaine,357.0,Savane,590000.0,0.2,0.37,0.86,0.83,0.42,0.62,0.67,0.64,115.0,8.0,21.0,165744.0,145.0,1143.0,0.58,0.7,19.0,40188.0,185819.0,2023.0,1.0,300.0,18.2,0.05,23.9,67.0,243.0,1.525
D010,Kara,Kozah,Kara,Tokoin,Livre de famille,Civil,21,15,0.1,2023-11-09,Détérioration,En cours,En ligne,70,F,CT042,Centre Principal Kara,Principal,Centre ville,9.4131,0.8157,294.0,14.0,07:30-17:30,Non,Complet,2020-08-10,Actif,COM125,9.3424,1.305,532.0,196.0,1916.0,BP 394,Urbaine,357.0,Savane,590000.0,0.2,0.37,0.86,0.83,0.42,0.62,0.67,0.64,115.0,8.0,21.0,165744.0,145.0,1143.0,0.58,0.7,19.0,40188.0,185819.0,2023.0,1.0,300.0,18.2,0.05,22.181818181818183,113.0,243.0,1.525
D011,Maritime,Golfe,Adidogomé,Hôpital,Casier judiciaire,Judiciaire,145,31,0.15,2023-10-30,Emploi,En cours,Guichet,39,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228.0,2.2
D012,Kara,Binah,Pagouda,Kodjoviakopé,Livre de famille,Civil,140,19,0.13,2023-05-18,Nouveau mariage,Traitee,Guichet,83,F,CT004,Centre Pagouda,Secondaire,Gare routière,9.4247,1.1698,78.0,6.0,08:00-16:00,Non,Partiel,2019-12-03,Actif,COM132,9.5536,1.042,422.0,302.0,330.0,BP 455,Semi-urbaine,380.0,Savane,,,,,,,,,,,,,46417.0,426.0,108.0,0.11,0.64,24.0,7374.0,138235.0,,,,,,26.0,75.0,,
D012,Kara,Binah,Pagouda,Kodjoviakopé,Livre de famille,Civil,140,19,0.13,2023-05-18,Nouveau mariage,Traitee,Guichet,83,F,CT011,Centre Pagouda,Secondaire,Préfecture,9.4996,0.9323,82.0,6.0,08:00-16:00,Non,Partiel,2017-11-30,Actif,COM132,9.5536,1.042,422.0,302.0,330.0,BP 455,Semi-urbaine,380.0,Savane,,,,,,,,,,,,,46417.0,426.0,108.0,0.11,0.64,24.0,7374.0,138235.0,,,,,,20.0,42.0,,
D013,Centrale,Sotouboua,Sotouboua,Golfe,Livre de famille,Civil,102,37,0.06,2023-06-25,Perte,Rejetée,Guichet,37,F,CT012,Centre Sotouboua,Secondaire,Résidentiel,8.2161,1.3118,54.0,5.0,08:00-16:00,Non,Partiel,2022-07-15,Actif,COM105,9.1953,1.3893,256.0,204.0,183.0,BP 96,Semi-urbaine,341.0,Savane,530000.0,0.22,0.43,0.79,0.76,0.32,0.55,0.61,0.59,74.0,4.0,11.0,155452.0,204.0,762.0,0.52,0.75,21.0,30086.0,218170.0,2023.0,1.0,240.0,19.8,0.06,17.8,50.0,280.0,2.2333333333333334
D013,Centrale,Sotouboua,Sotouboua,Golfe,Livre de famille,Civil,102,37,0.06,2023-06-25,Perte,Rejetée,Guichet,37,F,CT051,Centre Sotouboua,Secondaire,Résidentiel,9.1659,0.8743,109.0,2.0,08:00-16:00,Non,Partiel,2022-05-29,Actif,COM105,9.1953,1.3893,256.0,204.0,183.0,BP 96,Semi-urbaine,341.0,Savane,530000.0,0.22,0.43,0.79,0.76,0.32,0.55,0.61,0.59,74.0,4.0,11.0,155452.0,204.0,762.0,0.52,0.75,21.0,30086.0,218170.0,2023.0,1.0,240.0,19.8,0.06,22.083333333333332,97.0,280.0,2.2333333333333334
D014,Savanes,Tône,Dapaong,Golfe,Casier judiciaire,Judiciaire,11,18,0.12,2023-04-30,Emploi,Traitee,En ligne,70,M,CT001,Centre Principal Dapaong,Principal,Administratif,10.592,0.4742,300.0,12.0,07:30-17:30,Non,Complet,2016-02-14,Actif,COM157,10.2444,0.6929,164.0,187.0,3082.0,BP 32,Urbaine,460.0,Savane,,,,,,,,,,,,,115222.0,275.0,418.0,0.6,0.67,24.0,18856.0,172975.0,,,,,,17.555555555555557,57.0,130.0,1.9000000000000001
D014,Savanes,Tône,Dapaong,Golfe,Casier judiciaire,Judiciaire,11,18,0.12,2023-04-30,Emploi,Traitee,En ligne,70,M,CT032,Centre Dapaong,Secondaire,Gare routière,10.1609,0.0987,59.0,3.0,08:00-16:00,Non,Partiel,2016-03-21,Actif,COM157,10.2444,0.6929,164.0,187.0,3082.0,BP 32,Urbaine,460.0,Savane,,,,,,,,,,,,,115222.0,275.0,418.0,0.6,0.67,24.0,18856.0,172975.0,,,,,,17.625,55.0,130.0,1.9000000000000001
D015,Kara,Binah,Pagouda,Hôpital,Passeport,Voyage,27,33,0.07,2023-12-25,Perte,Rejetée,Guichet,53,M,CT004,Centre Pagouda,Secondaire,Gare routière,9.4247,1.1698,78.0,6.0,08:00-16:00,Non,Partiel,2019-12-03,Actif,COM132,9.5536,1.042,422.0,302.0,330.0,BP 455,Semi-urbaine,380.0,Savane,,,,,,,,,,,,,46417.0,426.0,108.0,0.11,0.64,24.0,7374.0,138235.0,,,,,,26.0,75.0,,
D015,Kara,Binah,Pagouda,Hôpital,Passeport,Voyage,27,33,0.07,2023-12-25,Perte,Rejetée,Guichet,53,M,CT011,Centre Pagouda,Secondaire,Préfecture,9.4996,0.9323,82.0,6.0,08:00-16:00,Non,Partiel,2017-11-30,Actif,COM132,9.5536,1.042,422.0,302.0,330.0,BP 455,Semi-urbaine,380.0,Savane,,,,,,,,,,,,,46417.0,426.0,108.0,0.11,0.64,24.0,7374.0,138235.0,,,,,,20.0,42.0,,
D016,Centrale,Tchaoudjo,Sokodé,Amoutivé,Casier judiciaire,Judiciaire,127,5,0.1,2023-11-13,Voyage,Traitee,Guichet,67,M,CT022,Centre Principal Sokodé,Principal,Centre ville,8.5795,0.9275,273.0,10.0,07:30-17:30,Oui,Complet,2015-04-04,Actif,COM099,8.5197,1.2843,255.0,106.0,4331.0,BP 284,Urbaine,265.0,Plateau/Montagneux,520000.0,0.23,0.45,0.78,0.75,0.34,0.56,0.61,0.59,80.0,4.0,12.0,116781.0,238.0,490.0,0.78,0.76,18.0,18648.0,279000.0,,,,,,17.666666666666668,48.0,240.0,3.0
D016,Centrale,Tchaoudjo,Sokodé,Amoutivé,Casier judiciaire,Judiciaire,127,5,0.1,2023-11-13,Voyage,Traitee,Guichet,67,M,CT026,Centre Principal Sokodé,Principal,Résidentiel,8.9819,0.831,345.0,11.0,07:30-17:30,Non,Complet,2020-10-16,Actif,COM099,8.5197,1.2843,255.0,106.0,4331.0,BP 284,Urbaine,265.0,Plateau/Montagneux,520000.0,0.23,0.45,0.78,0.75,0.34,0.56,0.61,0.59,80.0,4.0,12.0,116781.0,238.0,490.0,0.78,0.76,18.0,18648.0,279000.0,,,,,,19.842105263157894,71.0,240.0,3.0
D016,Centrale,Tchaoudjo,Sokodé,Amoutivé,Casier judiciaire,Judiciaire,127,5,0.1,2023-11-13,Voyage,Traitee,Guichet,67,M,CT029,Centre Principal Sokodé,Principal,Zone industrielle,8.876,1.203,358.0,13.0,07:30-17:30,Non,Complet,2023-07-15,Actif,COM099,8.5197,1.2843,255.0,106.0,4331.0,BP 284,Urbaine,265.0,Plateau/Montagneux,520000.0,0.23,0.45,0.78,0.75,0.34,0.56,0.61,0.59,80.0,4.0,12.0,116781.0,238.0,490.0,0.78,0.76,18.0,18648.0,279000.0,,,,,,16.666666666666668,101.0,240.0,3.0
D016,Centrale,Tchaoudjo,Sokodé,Amoutivé,Casier judiciaire,Judiciaire,127,5,0.1,2023-11-13,Voyage,Traitee,Guichet,67,M,CT040,Centre Sokodé,Secondaire,Résidentiel,8.9743,1.1478,118.0,2.0,08:00-16:00,Non,Partiel,2020-03-04,Actif,COM099,8.5197,1.2843,255.0,106.0,4331.0,BP 284,Urbaine,265.0,Plateau/Montagneux,520000.0,0.23,0.45,0.78,0.75,0.34,0.56,0.61,0.59,80.0,4.0,12.0,116781.0,238.0,490.0,0.78,0.76,18.0,18648.0,279000.0,,,,,,19.0,23.0,240.0,3.0
D016,Centrale,Tchaoudjo,Sokodé,Amoutivé,Casier judiciaire,Judiciaire,127,5,0.1,2023-11-13,Voyage,Traitee,Guichet,67,M,CT054,Centre Principal Sokodé,Principal,Poste,8.6473,1.0778,248.0,12.0,07:30-17:30,Non,Complet,2020-12-15,Actif,COM099,8.5197,1.2843,255.0,106.0,4331.0,BP 284,Urbaine,265.0,Plateau/Montagneux,520000.0,0.23,0.45,0.78,0.75,0.34,0.56,0.61,0.59,80.0,4.0,12.0,116781.0,238.0,490.0,0.78,0.76,18.0,18648.0,279000.0,,,,,,35.0,6.0,240.0,3.0
D017,Maritime,Vo,Vogan,Hôpital,Passeport,Voyage,61,24,0.04,2023-02-21,Voyage,Traitee,En ligne,30,F,CT020,Centre Vogan,Secondaire,Administratif,6.3093,1.3497,32.0,2.0,08:00-16:00,Non,Partiel,2019-09-03,Actif,COM001,6.2295,1.504,19.0,343.0,35.0,BP 272,Rurale,34.0,Côtière,,,,,,,,,,,,,48777.0,478.0,102.0,0.33,0.76,19.0,8590.0,78348.0,,,,,,22.0,25.0,720.0,2.84
D017,Maritime,Vo,Vogan,Hôpital,Passeport,Voyage,61,24,0.04,2023-02-21,Voyage,Traitee,En ligne,30,F,CT031,Centre Vogan,Secondaire,Centre ville,6.2145,1.4578,64.0,6.0,08:00-16:00,Non,Limite,2017-07-27,Actif,COM001,6.2295,1.504,19.0,343.0,35.0,BP 272,Rurale,34.0,Côtière,,,,,,,,,,,,,48777.0,478.0,102.0,0.33,0.76,19.0,8590.0,78348.0,,,,,,28.571428571428573,71.0,720.0,2.84
D018,Kara,Binah,Pagouda,Nyékonakpoé,Acte de naissance,Civil,167,2,0.01,2023-04-29,Perte,En cours,Guichet,63,M,CT004,Centre Pagouda,Secondaire,Gare routière,9.4247,1.1698,78.0,6.0,08:00-16:00,Non,Partiel,2019-12-03,Actif,COM132,9.5536,1.042,422.0,302.0,330.0,BP 455,Semi-urbaine,380.0,Savane,,,,,,,,,,,,,46417.0,426.0,108.0,0.11,0.64,24.0,7374.0,138235.0,,,,,,26.0,75.0,,
D018,Kara,Binah,Pagouda,Nyékonakpoé,Acte de naissance,Civil,167,2,0.01,2023-04-29,Perte,En cours,Guichet,63,M,CT011,Centre Pagouda,Secondaire,Préfecture,9.4996,0.9323,82.0,6.0,08:00-16:00,Non,Partiel,2017-11-30,Actif,COM132,9.5536,1.042,422.0,302.0,330.0,BP 455,Semi-urbaine,380.0,Savane,,,,,,,,,,,,,46417.0,426.0,108.0,0.11,0.64,24.0,7374.0,138235.0,,,,,,20.0,42.0,,
D019,Centrale,Sotouboua,Sotouboua,Kodjoviakopé,Carte d'identité,Identité,38,7,0.1,2023-11-10,Vol,Traitee,Guichet,57,M,CT012,Centre Sotouboua,Secondaire,Résidentiel,8.2161,1.3118,54.0,5.0,08:00-16:00,Non,Partiel,2022-07-15,Actif,COM105,9.1953,1.3893,256.0,204.0,183.0,BP 96,Semi-urbaine,341.0,Savane,530000.0,0.22,0.43,0.79,0.76,0.32,0.55,0.61,0.59,74.0,4.0,11.0,155452.0,204.0,762.0,0.52,0.75,21.0,30086.0,218170.0,2023.0,1.0,950.0,18.4,0.07,17.8,50.0,280.0,2.2333333333333334
D019,Centrale,Sotouboua,Sotouboua,Kodjoviakopé,Carte d'identité,Identité,38,7,0.1,2023-11-10,Vol,Traitee,Guichet,57,M,CT051,Centre Sotouboua,Secondaire,Résidentiel,9.1659,0.8743,109.0,2.0,08:00-16:00,Non,Partiel,2022-05-29,Actif,COM105,9.1953,1.3893,256.0,204.0,183.0,BP 96,Semi-urbaine,341.0,Savane,530000.0,0.22,0.43,0.79,0.76,0.32,0.55,0.61,0.59,74.0,4.0,11.0,155452.0,204.0,762.0,0.52,0.75,21.0,30086.0,218170.0,2023.0,1.0,950.0,18.4,0.07,22.083333333333332,97.0,280.0,2.2333333333333334
D020,Maritime,Lacs,Aného,Tokoin,Acte de naissance,Civil,10,24,0.02,2023-09-12,Erreur,En cours,Guichet,51,F,CT019,Centre Aného,Secondaire,Carrefour,6.5515,1.5809,101.0,6.0,08:00-16:00,Non,Partiel,2023-07-09,Actif,COM020,6.3144,1.3789,54.0,249.0,89.0,BP 235,Rurale,27.0,Côtière,560000.0,0.16,0.31,0.86,0.83,0.46,0.63,0.69,0.66,98.0,6.0,16.0,179805.0,304.0,591.0,0.75,0.83,24.0,31412.0,193016.0,2023.0,1.0,420.0,11.2,0.03,21.083333333333332,99.0,435.0,3.266666666666667
D020,Maritime,Lacs,Aného,Tokoin,Acte de naissance,Civil,10,24,0.02,2023-09-12,Erreur,En cours,Guichet,51,F,CT023,Centre Aného,Secondaire,Hôpital,6.4766,1.6806,35.0,5.0,08:00-16:00,Non,Limite,2018-12-25,Actif,COM020,6.3144,1.3789,54.0,249.0,89.0,BP 235,Rurale,27.0,Côtière,560000.0,0.16,0.31,0.86,0.83,0.46,0.63,0.69,0.66,98.0,6.0,16.0,179805.0,304.0,591.0,0.75,0.83,24.0,31412.0,193016.0,2023.0,1.0,420.0,11.2,0.03,22.555555555555557,50.0,435.0,3.266666666666667
D020,Maritime,Lacs,Aného,Tokoin,Acte de naissance,Civil,10,24,0.02,2023-09-12,Erreur,En cours,Guichet,51,F,CT024,Centre Aného,Secondaire,Centre ville,6.3565,1.5655,88.0,6.0,08:00-16:00,Non,Partiel,2020-08-10,Actif,COM020,6.3144,1.3789,54.0,249.0,89.0,BP 235,Rurale,27.0,Côtière,560000.0,0.16,0.31,0.86,0.83,0.46,0.63,0.69,0.66,98.0,6.0,16.0,179805.0,304.0,591.0,0.75,0.83,24.0,31412.0,193016.0,2023.0,1.0,420.0,11.2,0.03,22.142857142857142,19.0,435.0,3.266666666666667
D020,Maritime,Lacs,Aného,Tokoin,Acte de naissance,Civil,10,24,0.02,2023-09-12,Erreur,En cours,Guichet,51,F,CT045,Centre Aného,Secondaire,Zone industrielle,6.5721,1.2267,100.0,2.0,08:00-16:00,Non,Limite,2017-01-21,Actif,COM020,6.3144,1.3789,54.0,249.0,89.0,BP 235,Rurale,27.0,Côtière,560000.0,0.16,0.31,0.86,0.83,0.46,0.63,0.69,0.66,98.0,6.0,16.0,179805.0,304.0,591.0,0.75,0.83,24.0,31412.0,193016.0,2023.0,1.0,420.0,11.2,0.03,22.75,61.0,435.0,3.266666666666667
D021,Centrale,Tchaoudjo,Sokodé,Amoutivé,Passeport,Voyage,24,4,0.1,2023-07-15,Page pleine,Traitee,Guichet,77,F,CT022,Centre Principal Sokodé,Principal,Centre ville,8.5795,0.9275,273.0,10.0,07:30-17:30,Oui,Complet,2015-04-04,Actif,COM099,8.5197,1.2843,255.0,106.0,4331.0,BP 284,Urbaine,265.0,Plateau/Montagneux,520000.0,0.23,0.45,0.78,0.75,0.34,0.56,0.61,0.59,80.0,4.0,12.0,116781.0,238.0,490.0,0.78,0.76,18.0,18648.0,279000.0,2023.0,3.0,610.0,30.5,0.11,17.666666666666668,48.0,240.0,3.0
